year,FIPS,average_yield
2008,47047,120.6
2009,47047,121.6
2010,47047,123.4
2011,47047,124.16
2012,47047,124.84
2013,47047,125.24000000000001
2014,47047,133.04
2015,47047,138.95999999999998
2016,47047,147.9
2017,47047,155.24
2018,47047,167.06
2019,47047,165.48
2020,47047,163.46
2021,47047,164.42000000000002
2022,47047,165.84
2016,47049,113.74000000000001
2017,47049,118.94000000000001
2008,47051,120.0
2009,47051,109.8
2010,47051,97.6
2011,47051,94.4
2012,47051,110.52000000000001
2013,47051,111.58
2014,47051,129.2
2015,47051,147.73999999999998
2016,47051,157.62
2017,47051,159.83999999999997
2018,47051,181.42000000000002
2019,47051,184.77999999999997
2020,47051,180.04
2021,47051,179.1
2022,47051,184.64000000000001
2008,47053,130.8
2009,47053,128.8
2010,47053,129.8
2011,47053,130.38
2012,47053,128.8
2013,47053,119.54
2014,47053,125.97999999999999
2015,47053,132.54
2016,47053,137.56
2017,47053,141.16000000000003
2018,47053,158.48000000000002
2019,47053,160.02000000000004
2020,47053,160.06
2021,47053,164.68
2022,47053,169.78000000000003
2008,47055,119.2
2009,47055,117.8
2010,47055,118.2
2011,47055,121.84
2012,47055,130.92000000000002
2013,47055,129.04000000000002
2014,47055,136.82
2015,47055,141.92
2016,47055,144.94
2017,47055,150.86
2018,47055,171.44
2019,47055,174.94
2020,47055,180.34
2021,47055,187.02
2022,47055,189.92000000000002
2008,47057,110.4
2009,47057,106.8
2010,47057,108.2
2011,47057,102.6
2012,47057,103.2
2013,47057,106.2
2020,47057,135.24
2021,47057,128.01999999999998
2022,47057,136.07999999999998
2008,47059,119.0
2009,47059,115.0
2010,47059,118.0
2011,47059,115.92
2019,47059,143.98
2020,47059,144.06
2021,47059,142.28000000000003
2022,47059,149.85999999999999
2008,47061,118.0
2009,47061,107.6
2010,47061,99.6
2011,47061,99.3
2012,47061,112.75999999999999
2008,47069,112.6
2009,47069,109.8
2010,47069,107.2
2011,47069,106.55999999999999
2012,47069,106.12
2013,47069,106.28
2014,47069,113.64000000000001
2008,47071,106.4
2009,47071,103.2
2010,47071,108.6
2011,47071,105.12
2012,47071,104.4
2013,47071,106.17999999999999
2014,47073,116.41999999999999
2015,47073,125.22
2016,47073,138.3
2017,47073,130.95999999999998
2018,47073,133.2
2019,47073,127.75999999999999
2008,47075,113.8
2009,47075,115.8
2010,47075,120.8
2011,47075,124.35999999999999
2012,47075,128.02
2013,47075,131.22
2014,47075,138.72
2015,47075,147.44
2016,47075,152.8
2017,47075,162.48
2018,47075,175.62
2019,47075,180.74
2020,47075,181.52
2019,47077,148.52
2020,47077,151.21999999999997
2021,47077,151.8
2008,47079,133.4
2009,47079,126.0
2010,47079,128.0
2011,47079,123.22
2012,47079,120.7
2013,47079,114.62
2014,47079,129.85999999999999
2015,47079,131.95999999999998
2016,47079,142.9
2017,47079,145.66000000000003
2018,47079,166.0
2019,47079,164.04000000000002
2020,47079,166.44
2021,47079,166.54000000000002
2022,47079,172.88000000000002
2021,47081,171.64000000000001
2008,47085,131.0
2009,47085,127.2
2010,47085,133.2
2011,47085,128.07999999999998
2012,47085,122.75999999999999
2019,47085,159.8
2008,47089,123.8
2009,47089,115.8
2010,47089,124.0
2008,47091,129.0
2009,47091,131.0
2008,47095,145.0
2009,47095,144.8
2010,47095,149.2
2011,47095,152.16
2012,47095,151.98
2008,47097,128.4
2009,47097,126.4
2010,47097,130.4
2011,47097,132.0
2012,47097,134.12
2013,47097,132.52
2014,47097,137.42000000000002
2015,47097,138.32
2016,47097,143.12
2017,47097,145.94
2018,47097,158.34
2019,47097,162.4
2020,47097,164.9
2021,47097,166.54000000000002
2022,47097,170.48000000000002
2008,47099,136.2
2009,47099,125.4
2010,47099,125.0
2011,47099,119.72
2012,47099,123.38
2013,47099,116.52000000000001
2014,47099,131.32
2015,47099,137.34
2016,47099,148.98000000000002
2017,47099,151.32
2018,47099,174.74
2019,47099,175.76000000000002
2020,47099,173.74
2021,47099,172.35999999999999
2022,47099,177.38000000000002
2008,47103,115.6
2009,47103,110.6
2010,47103,109.4
2011,47103,106.42
2012,47103,117.5
2019,47103,174.64000000000001
2020,47103,175.68
2021,47103,178.66000000000003
2022,47103,182.56
2022,47107,168.8
2020,47109,139.22
2008,47111,127.2
2009,47111,125.6
2010,47111,123.4
2011,47111,116.5
2012,47111,117.66
2013,47111,106.55999999999999
2014,47111,115.72
2015,47111,114.44000000000001
2016,47111,131.82
2017,47111,139.26
2018,47111,160.85999999999999
2019,47111,160.7
2020,47111,169.28
2021,47111,167.9
2022,47111,164.8
2008,47113,116.4
2009,47113,118.4
2010,47113,121.2
2011,47113,120.38
2012,47113,123.75999999999999
2019,47113,167.08
2020,47113,168.52
2021,47113,173.88000000000002
2022,47113,173.85999999999999
2008,47115,118.6
2009,47115,119.2
2010,47115,112.4
2011,47115,107.7
2012,47115,110.47999999999999
2013,47115,112.38
2014,47115,115.17999999999999
2015,47115,133.82
2016,47115,144.32
2017,47115,143.07999999999998
2018,47115,154.06
2019,47115,167.06
2020,47115,164.08
2021,47115,164.38
2021,47117,162.21999999999997
2022,47117,170.02
2014,47119,114.11999999999998
2015,47119,122.22
2016,47119,132.4
2017,47119,132.52
2018,47119,163.7
2019,47119,163.9
2020,47119,167.0
2021,47119,169.66
2022,47119,178.8
2008,47121,117.6
2009,47121,117.0
2010,47121,116.4
2011,47121,116.0
2012,47121,122.85999999999999
2021,47123,148.12
2020,47125,166.38000000000002
2021,47125,175.26000000000002
2022,47125,179.62000000000003
2008,47131,137.8
2009,47131,138.6
2010,47131,141.8
2011,47131,138.2
2012,47131,136.7
2019,47131,172.06
2020,47131,173.57999999999998
2021,47131,175.01999999999998
2022,47131,175.18
2017,47133,142.82
2018,47133,154.92000000000002
2019,47133,148.32
2020,47133,151.54000000000002
2008,47135,108.2
2009,47135,99.8
2010,47135,94.8
2011,47135,85.53999999999999
2012,47135,86.0
2013,47135,87.94
2014,47135,98.62
2015,47135,99.97999999999999
2008,47143,93.4
2008,47147,135.0
2009,47147,134.8
2010,47147,136.4
2011,47147,128.42000000000002
2012,47147,126.5
2013,47147,121.4
2014,47147,126.17999999999999
2015,47147,117.8
2016,47147,134.35999999999999
2017,47147,142.5
2018,47147,162.6
2019,47147,164.04000000000002
2020,47147,176.62
2021,47147,179.96
2022,47147,181.1
2008,47149,118.4
2009,47149,113.0
2010,47149,114.6
2011,47149,116.66
2012,47149,118.22
2013,47149,105.64000000000001
2014,47149,122.02000000000001
2015,47149,127.94000000000001
2016,47149,137.28000000000003
2017,47149,141.32
2018,47149,174.06
2019,47149,171.78
2020,47149,177.95999999999998
2021,47149,172.88000000000002
2022,47149,178.5
2008,47157,118.8
2009,47157,115.4
2010,47157,118.8
2011,47157,120.04
2012,47157,119.22
2013,47157,123.58
2014,47161,124.52000000000001
2022,47161,153.45999999999998
2008,47165,116.4
2009,47165,114.8
2010,47165,115.8
2017,47165,142.11999999999998
2018,47165,171.0
2019,47165,171.68
2020,47165,178.0
2021,47165,179.60000000000002
2022,47165,177.58
2008,47167,107.2
2009,47167,107.6
2010,47167,113.8
2011,47167,117.82000000000001
2012,47167,119.7
2013,47167,124.1
2014,47167,129.66000000000003
2015,47167,132.84
2016,47167,138.42000000000002
2017,47167,141.3
2018,47167,152.66
2019,47167,156.3
2020,47167,158.42000000000002
2021,47167,163.74
2022,47167,167.9
2020,47177,176.49999999999997
2021,47177,175.67999999999998
2022,47177,180.1
2018,47179,145.14000000000001
2019,47179,139.54000000000002
2014,47181,92.74000000000001
2008,47183,134.6
2009,47183,131.2
2010,47183,133.2
2011,47183,128.44
2012,47183,125.04
2013,47183,114.74000000000001
2014,47183,122.16
2015,47183,124.06000000000002
2016,47183,132.85999999999999
2017,47183,134.8
2018,47183,155.62
2019,47183,157.56
2020,47183,159.76
2021,47183,162.0
2022,47183,166.46
2008,47185,113.2
2009,47185,116.2
2010,47185,113.0
2017,47185,142.17999999999998
2018,47185,164.92
2019,47185,173.64
2020,47185,177.94
2021,47185,176.1
2022,47185,180.66
2008,47187,122.8
2009,47187,121.8
2010,47187,123.6
2008,48025,72.11999999999999
2009,48025,74.64
2010,48025,62.239999999999995
2011,48025,67.6
2012,48025,61.35999999999999
2019,48025,78.06
2020,48025,84.4
2008,48027,79.14000000000001
2009,48027,77.72
2010,48027,69.9
2011,48027,73.02000000000001
2012,48027,63.02
2013,48027,61.86
2014,48027,68.17999999999999
2015,48027,80.32000000000001
2016,48027,77.03999999999999
2017,48027,82.56
2018,48027,87.02000000000001
2019,48027,79.38
2020,48027,77.9
2021,48027,84.1
2022,48027,93.8
2008,48029,80.3
2009,48029,81.35999999999999
2010,48029,73.47999999999999
2011,48029,75.32000000000001
2012,48029,71.97999999999999
2013,48029,68.64
2014,48029,73.88
2015,48029,77.66000000000001
2016,48029,80.46000000000001
2017,48029,87.47999999999999
2018,48029,89.16
2019,48029,85.35999999999999
2020,48029,91.86000000000001
2021,48029,93.3
2022,48029,88.8
2008,48051,112.88
2009,48051,115.16
2010,48051,104.44000000000001
2020,48051,100.66
2021,48051,105.6
2022,48051,110.75999999999999
2015,48055,76.5
2016,48055,78.0
2017,48055,94.62
2018,48055,94.98
2019,48055,93.02000000000001
2008,48057,90.17999999999999
2009,48057,92.3
2010,48057,82.14
2011,48057,80.34
2012,48057,73.67999999999999
2013,48057,71.02000000000001
2014,48057,73.47999999999999
2015,48057,80.2
2016,48057,72.8
2017,48057,86.3
2018,48057,94.68
2019,48057,94.78
2020,48057,102.03999999999999
2008,48061,105.33999999999999
2008,48065,189.98
2009,48065,188.88
2010,48065,187.76
2011,48065,192.1
2012,48065,180.8
2013,48065,173.68
2008,48069,205.5
2009,48069,206.18
2010,48069,205.6
2011,48069,209.18
2012,48069,196.9
2013,48069,193.50000000000003
2014,48069,195.23999999999998
2015,48069,199.14000000000001
2008,48085,85.64000000000001
2015,48085,83.3
2016,48085,79.46
2017,48085,82.58000000000001
2018,48085,87.24
2019,48085,81.5
2020,48085,75.41999999999999
2021,48085,85.58
2022,48085,81.46
2008,48089,96.03999999999999
2009,48089,95.88
2010,48089,88.94
2011,48089,86.66
2012,48089,82.4
2013,48089,75.84
2014,48089,78.78
2015,48089,92.26
2016,48089,94.78
2017,48089,98.14
2018,48089,103.56000000000002
2019,48089,107.46
2020,48089,112.9
2021,48089,115.92
2022,48089,113.7
2008,48099,69.75999999999999
2009,48099,60.239999999999995
2008,48111,194.61999999999998
2009,48111,190.68
2010,48111,186.02
2011,48111,191.54000000000002
2012,48111,179.14000000000001
2008,48117,174.6
2009,48117,176.85999999999999
2010,48117,175.33999999999997
2011,48117,183.8
2012,48117,172.42
2013,48117,163.44
2014,48117,167.54000000000002
2015,48117,173.24
2016,48117,165.54000000000002
2017,48117,177.52
2008,48123,68.16
2009,48123,66.44
2010,48123,54.84000000000001
2011,48123,59.8
2012,48123,59.92
2013,48123,54.68000000000001
2014,48123,59.88000000000001
2015,48123,72.38000000000001
2008,48139,82.78
2009,48139,74.38000000000001
2010,48139,67.7
2011,48139,68.0
2012,48139,68.64
2013,48139,66.62
2014,48139,72.85999999999999
2015,48139,82.02000000000001
2016,48139,79.18
2017,48139,85.42
2018,48139,89.68
2019,48139,86.82
2020,48139,81.47999999999999
2021,48139,89.84
2022,48139,87.91999999999999
2008,48145,87.66
2009,48145,83.16
2010,48145,74.82000000000001
2011,48145,77.84
2012,48145,69.92
2013,48145,70.5
2014,48145,75.66
2015,48145,87.86
2016,48145,85.32000000000001
2017,48145,88.66
2008,48147,88.44000000000001
2009,48147,86.06
2010,48147,73.92
2011,48147,69.7
2012,48147,67.82000000000001
2019,48147,95.03999999999999
2020,48147,89.1
2008,48149,73.62
2009,48149,72.8
2010,48149,57.160000000000004
2011,48149,64.64
2012,48149,61.040000000000006
2013,48149,54.67999999999999
2014,48149,57.4
2015,48149,74.62
2016,48149,68.92
2017,48149,79.58000000000001
2018,48149,82.72
2019,48149,85.54
2020,48149,85.36000000000001
2021,48149,87.98
2022,48149,91.7
2008,48153,157.86
2009,48153,152.14
2010,48153,156.61999999999998
2011,48153,161.9
2012,48153,159.92
2013,48153,153.64000000000001
2014,48153,163.5
2015,48153,161.68
2016,48153,153.64000000000001
2017,48153,161.26000000000002
2018,48153,169.04000000000002
2019,48153,158.88000000000002
2008,48157,90.42
2009,48157,94.98
2010,48157,86.4
2011,48157,87.26
2012,48157,76.34
2013,48157,72.76
2014,48157,79.38
2014,48163,135.46
2022,48179,178.52
2008,48181,84.61999999999999
2009,48181,80.55999999999999
2010,48181,72.08
2011,48181,70.06
2012,48181,71.88
2013,48181,66.36
2014,48181,69.78
2015,48181,76.88000000000002
2016,48181,76.76
2017,48181,78.75999999999999
2018,48181,79.52000000000001
2019,48181,74.1
2020,48181,75.7
2021,48181,79.92
2022,48181,80.74
2008,48187,55.879999999999995
2015,48187,61.1
2016,48187,64.36
2017,48187,79.46
2018,48187,78.9
2019,48187,77.53999999999999
2020,48187,85.74
2021,48187,81.64000000000001
2022,48187,82.22
2008,48189,176.32
2009,48189,175.82
2010,48189,172.28000000000003
2011,48189,174.88
2012,48189,171.06
2013,48189,166.57999999999998
2014,48189,169.82
2015,48189,172.18
2016,48189,163.38000000000002
2017,48189,164.92000000000002
2018,48189,166.14000000000001
2008,48195,195.21999999999997
2008,48205,202.48
2009,48205,203.56
2010,48205,209.52000000000004
2021,48209,93.32000000000001
2022,48209,95.24
2008,48215,95.78
2009,48215,92.3
2010,48215,90.78
2011,48215,92.12
2012,48215,90.44
2021,48215,104.67999999999999
2022,48215,103.2
2008,48217,81.97999999999999
2009,48217,72.97999999999999
2010,48217,62.92
2011,48217,63.56
2012,48217,64.56
2013,48217,65.94
2014,48217,74.38000000000001
2015,48217,86.94000000000001
2016,48217,84.52000000000001
2017,48217,91.4
2018,48217,92.41999999999999
2019,48217,85.38
2020,48217,84.32000000000001
2021,48217,91.47999999999999
2022,48217,94.84
2008,48233,206.01999999999998
2009,48233,204.85999999999999
2010,48233,200.18
2011,48233,199.28
2012,48233,191.4
2013,48233,181.70000000000002
2014,48233,184.56
2021,48233,199.26
2022,48233,200.72
2008,48239,89.98
2009,48239,94.44000000000001
2010,48239,86.32000000000001
2011,48239,88.32000000000001
2012,48239,77.1
2013,48239,72.38000000000001
2014,48239,73.4
2015,48239,84.89999999999999
2016,48239,80.25999999999999
2017,48239,92.9
2018,48239,96.4
2019,48239,98.53999999999999
2020,48239,100.1
2021,48239,106.66000000000001
2022,48239,107.68000000000002
2008,48277,102.85999999999999
2009,48277,98.58
2010,48277,85.32000000000001
2011,48277,87.02000000000001
2012,48277,88.34
2013,48277,82.14000000000001
2014,48277,90.17999999999999
2015,48277,102.32000000000001
2016,48277,100.9
2017,48277,101.17999999999999
2018,48277,104.05999999999999
2019,48277,92.18
2020,48277,90.8
2021,48277,93.88
2022,48277,90.74000000000001
2008,48279,178.42
2009,48279,185.11999999999998
2017,48279,159.28000000000003
2014,48285,58.09999999999999
2017,48293,76.34
2008,48309,81.88
2009,48309,76.5
2010,48309,67.74
2011,48309,69.94
2012,48309,63.879999999999995
2013,48309,63.9
2014,48309,70.14
2015,48309,80.94
2016,48309,85.11999999999999
2017,48309,90.67999999999999
2018,48309,93.05999999999999
2019,48309,87.78
2020,48309,87.54
2021,48309,85.9
2022,48309,96.34
2008,48321,98.3
2009,48321,103.3
2010,48321,98.14000000000001
2011,48321,96.14
2012,48321,83.0
2013,48321,81.52
2014,48321,84.50000000000001
2015,48321,92.52000000000001
2016,48321,88.02000000000001
2017,48321,98.44000000000001
2018,48321,98.72
2019,48321,98.88
2020,48321,98.25999999999999
2021,48321,104.46
2022,48321,103.78
2008,48325,106.26000000000002
2009,48325,108.12
2010,48325,105.94000000000001
2011,48325,109.16
2012,48325,113.42
2013,48325,111.96
2014,48325,114.97999999999999
2015,48325,116.88
2016,48325,116.82000000000001
2017,48325,116.10000000000002
2018,48325,117.1
2019,48325,113.67999999999999
2020,48325,121.14000000000001
2021,48325,118.8
2008,48331,78.38000000000001
2009,48331,77.02000000000001
2010,48331,66.24
2011,48331,69.26
2012,48331,59.2
2013,48331,57.06
2014,48331,63.419999999999995
2015,48331,79.08
2016,48331,78.64
2017,48331,85.18
2018,48331,88.14
2019,48331,82.14
2020,48331,76.66
2021,48331,80.8
2022,48331,90.9
2008,48341,205.2
2009,48341,207.04000000000002
2010,48341,208.6
2011,48341,215.82
2012,48341,207.01999999999998
2013,48341,196.33999999999997
2014,48341,198.23999999999998
2015,48341,199.16
2016,48341,196.04000000000002
2017,48341,207.14000000000001
2018,48341,215.56
2019,48341,210.04000000000002
2020,48341,204.8
2021,48341,197.58
2022,48341,199.07999999999998
2008,48349,89.19999999999999
2009,48349,79.35999999999999
2010,48349,72.11999999999999
2011,48349,75.76
2012,48349,71.02000000000001
2013,48349,76.33999999999999
2014,48349,84.0
2015,48349,97.97999999999999
2016,48349,91.44
2017,48349,96.4
2018,48349,89.94
2019,48349,84.64
2020,48349,83.53999999999999
2021,48349,92.22
2022,48349,95.52000000000001
2008,48355,71.76
2008,48357,208.7
2009,48357,212.21999999999997
2010,48357,209.52000000000004
2011,48357,203.3
2018,48357,200.52
2019,48357,194.32000000000002
2020,48357,190.64
2021,48357,191.45999999999998
2022,48357,196.03999999999996
2008,48369,199.71999999999997
2009,48369,194.51999999999998
2010,48369,190.84
2011,48369,194.98
2012,48369,185.64000000000001
2013,48369,182.07999999999998
2014,48369,183.09999999999997
2015,48369,184.1
2016,48369,172.47999999999996
2017,48381,162.68
2015,48409,69.84
2016,48409,66.52000000000001
2017,48409,74.18
2018,48409,79.76
2008,48421,203.92000000000002
2009,48421,205.54000000000002
2010,48421,205.85999999999999
2011,48421,211.34
2012,48421,197.54000000000002
2013,48421,193.16000000000003
2014,48421,192.86
2015,48421,193.94
2016,48421,193.26000000000002
2017,48421,211.61999999999998
2018,48421,215.98000000000002
2019,48421,210.5
2020,48421,207.8
2021,48421,204.92
2022,48421,202.68
2008,48437,187.2
2009,48437,181.45999999999998
2010,48437,187.8
2011,48437,188.38
2012,48437,168.18
2013,48437,157.22
2014,48437,157.26000000000002
2015,48437,156.92
2008,48453,73.12
2009,48453,70.02000000000001
2010,48453,56.67999999999999
2011,48453,62.98
2012,48453,52.54
2013,48453,51.3
2014,48453,52.760000000000005
2015,48453,61.58
2016,48453,54.339999999999996
2017,48453,62.8
2018,48453,66.44
2019,48453,67.6
2008,48463,126.52000000000001
2009,48463,123.55999999999999
2010,48463,118.62
2011,48463,121.05999999999999
2012,48463,119.72
2013,48463,119.94000000000001
2020,48463,136.42
2021,48463,138.95999999999998
2008,48469,81.78
2009,48469,87.25999999999999
2010,48469,82.58
2011,48469,86.44
2012,48469,83.12
2013,48469,79.82000000000001
2014,48469,79.38000000000001
2015,48469,88.89999999999999
2016,48469,81.55999999999999
2017,48469,91.22
2018,48469,96.06
2019,48469,98.34
2020,48469,100.78
2021,48469,104.32000000000001
2022,48469,102.1
2008,48473,85.47999999999999
2009,48473,80.46000000000001
2010,48473,74.34
2008,48481,105.42
2009,48481,106.85999999999999
2010,48481,98.82000000000001
2011,48481,98.03999999999999
2012,48481,86.1
2013,48481,80.0
2014,48481,82.54
2015,48481,94.44000000000001
2016,48481,93.58
2017,48481,108.54
2018,48481,112.24000000000001
2019,48481,112.12
2020,48481,112.11999999999998
2021,48481,119.28
2022,48481,122.28
2008,48491,80.22
2009,48491,78.82000000000001
2010,48491,68.96000000000001
2011,48491,71.97999999999999
2012,48491,63.94
2013,48491,60.220000000000006
2014,48491,64.58000000000001
2015,48491,75.04
2016,48491,70.88000000000001
2017,48491,80.05999999999999
2018,48491,82.03999999999999
2019,48491,78.58
2020,48491,78.72
2021,48491,82.36
2022,48491,88.86
2008,48493,75.48
2015,48493,93.78
2016,48493,94.54
2017,48493,103.12
2018,48493,105.48000000000002
2019,48493,102.74000000000001
2008,49003,173.4
2009,49003,171.0
2008,49011,169.0
2008,49013,147.2
2008,49023,148.6
2009,49023,149.2
2008,49047,139.0
2008,49049,144.0
2009,49049,147.8
2008,49057,162.8
2009,49057,163.6
2008,51001,127.0
2009,51001,126.8
2010,51001,127.2
2011,51001,115.85999999999999
2012,51001,118.5
2013,51001,118.41999999999999
2014,51001,127.24000000000001
2015,51001,133.24
2016,51001,154.71999999999997
2017,51001,160.36
2018,51001,167.46
2019,51001,163.42
2020,51001,158.82
2021,51001,149.14000000000001
2022,51001,153.02
2008,51007,107.2
2009,51007,90.2
2010,51007,87.4
2011,51007,73.96000000000001
2012,51007,75.4
2013,51007,64.76
2014,51007,85.44
2015,51007,86.98
2016,51007,111.1
2017,51007,115.43999999999998
2018,51007,135.07999999999998
2019,51007,138.26000000000002
2020,51007,134.12
2021,51007,119.44000000000001
2022,51007,129.3
2008,51015,120.2
2009,51015,115.2
2010,51015,110.2
2019,51015,155.07999999999998
2020,51015,160.8
2021,51015,163.2
2022,51015,153.06
2008,51019,57.6
2009,51019,35.6
2010,51019,28.2
2011,51019,47.2
2008,51025,55.0
2015,51029,93.97999999999999
2008,51031,91.8
2009,51031,91.6
2010,51031,80.8
2008,51033,122.8
2009,51033,115.0
2010,51033,108.4
2011,51033,92.86
2012,51033,98.02000000000001
2013,51033,96.0
2014,51033,109.02000000000001
2015,51033,106.58
2016,51033,133.5
2017,51033,135.57999999999998
2018,51033,153.42
2019,51033,149.68
2008,51036,134.6
2009,51036,122.2
2010,51036,117.0
2011,51036,98.47999999999999
2012,51036,92.72
2013,51036,92.11999999999999
2014,51036,111.67999999999999
2015,51036,120.14000000000001
2016,51036,145.46
2017,51036,154.14000000000001
2008,51037,96.2
2009,51037,93.8
2010,51037,88.8
2011,51037,84.42
2012,51037,81.4
2013,51037,78.38
2020,51037,107.32000000000001
2021,51037,105.47999999999999
2022,51037,114.52000000000001
2008,51043,97.8
2009,51043,104.6
2010,51043,111.6
2011,51043,98.84
2012,51043,90.46000000000001
2013,51043,105.32000000000001
2014,51043,106.64000000000001
2008,51047,120.4
2009,51047,117.8
2010,51047,115.8
2011,51047,114.2
2012,51047,110.08
2013,51047,113.84
2014,51047,122.55999999999999
2015,51047,132.42000000000002
2016,51047,146.7
2017,51047,160.57999999999998
2018,51047,167.22
2019,51047,170.68
2020,51047,160.2
2021,51047,151.6
2022,51047,145.7
2008,51049,49.4
2009,51049,55.8
2008,51053,99.8
2022,51053,133.57999999999998
2008,51057,120.4
2009,51057,121.2
2010,51057,118.2
2011,51057,101.72
2012,51057,104.17999999999999
2013,51057,103.47999999999999
2014,51057,110.86000000000001
2015,51057,107.1
2016,51057,131.7
2017,51057,128.68
2018,51057,142.54000000000002
2019,51057,136.32
2020,51057,142.28
2021,51057,129.2
2022,51057,137.24
2008,51061,108.0
2009,51061,110.8
2010,51061,107.2
2011,51061,102.78
2012,51061,103.32000000000001
2013,51061,112.34
2014,51061,123.1
2015,51061,134.12
2016,51061,146.5
2017,51061,159.52
2018,51061,162.58
2019,51061,158.08
2020,51061,156.26
2021,51061,153.12000000000003
2022,51061,150.44
2008,51067,102.6
2009,51067,98.0
2010,51067,94.6
2011,51067,89.58
2012,51067,92.0
2013,51067,95.32000000000001
2014,51067,108.55999999999999
2015,51067,116.5
2016,51067,130.92000000000002
2017,51067,139.8
2018,51067,141.18
2019,51067,136.71999999999997
2020,51067,134.6
2021,51067,129.45999999999998
2022,51067,127.3
2008,51069,80.4
2009,51069,90.0
2010,51069,92.6
2011,51069,81.8
2012,51069,80.9
2020,51069,143.36
2021,51069,142.00000000000003
2022,51069,145.71999999999997
2008,51073,114.8
2009,51073,114.8
2010,51073,108.0
2011,51073,106.96
2008,51075,98.0
2009,51075,92.4
2010,51075,94.4
2011,51075,91.82000000000001
2012,51075,101.97999999999999
2013,51075,102.4
2008,51081,91.8
2009,51081,89.4
2010,51081,81.6
2011,51081,71.56
2012,51081,70.84
2013,51081,85.0
2014,51081,92.98
2015,51081,93.78
2016,51081,111.78000000000002
2017,51081,122.41999999999999
2018,51081,118.05999999999999
2008,51083,75.0
2009,51083,87.8
2010,51083,75.4
2011,51083,64.5
2012,51083,60.779999999999994
2008,51085,120.6
2009,51085,119.2
2010,51085,112.8
2011,51085,104.46
2012,51085,107.4
2013,51085,108.6
2014,51085,115.22
2008,51093,97.0
2009,51093,95.2
2010,51093,90.4
2008,51097,113.4
2009,51097,108.4
2010,51097,103.4
2011,51097,88.94
2012,51097,91.44
2013,51097,91.64
2014,51097,101.7
2015,51097,103.34
2016,51097,127.46
2017,51097,126.64000000000001
2018,51097,140.1
2019,51097,137.16
2020,51097,139.32000000000002
2021,51097,131.73999999999998
2022,51097,137.88000000000002
2008,51101,133.2
2009,51101,131.0
2010,51101,128.6
2011,51101,112.05999999999999
2012,51101,114.62
2013,51101,112.22
2014,51101,120.58000000000001
2021,51101,150.5
2022,51101,158.35999999999999
2014,51105,115.54
2015,51105,118.8
2016,51105,129.7
2017,51105,128.16
2008,51107,100.6
2009,51107,109.0
2010,51107,107.8
2011,51107,100.76
2012,51107,101.14
2008,51109,107.6
2009,51109,104.8
2010,51109,101.4
2011,51109,90.84
2012,51109,88.06
2013,51109,85.76
2014,51109,101.99999999999999
2008,51113,113.0
2009,51113,111.2
2010,51113,112.2
2011,51113,114.4
2012,51113,117.22
2013,51113,124.14000000000001
2014,51113,136.95999999999998
2015,51113,141.32
2016,51113,144.32
2017,51113,152.32
2018,51113,159.02
2019,51113,150.58
2020,51113,152.82
2021,51113,151.1
2022,51113,152.22
2008,51115,113.8
2008,51117,98.8
2008,51119,125.0
2009,51119,115.4
2010,51119,114.2
2011,51119,102.85999999999999
2012,51119,104.16
2013,51119,106.6
2014,51119,122.0
2015,51119,123.03999999999999
2016,51119,144.5
2017,51119,149.1
2018,51119,157.21999999999997
2019,51119,153.44
2020,51119,147.40000000000003
2021,51119,137.44
2022,51119,144.1
2008,51121,87.4
2014,51131,127.33999999999999
2021,51131,144.01999999999998
2022,51131,146.2
2008,51133,127.4
2009,51133,126.8
2010,51133,128.2
2011,51133,113.78
2012,51133,110.35999999999999
2013,51133,116.84
2014,51133,123.72
2015,51133,119.91999999999999
2016,51133,141.32
2017,51133,142.83999999999997
2018,51133,154.02
2019,51133,150.48
2020,51133,148.88
2021,51133,137.45999999999998
2022,51133,145.51999999999998
2014,51135,94.74
2015,51135,93.98
2016,51135,118.25999999999999
2017,51135,117.02000000000001
2008,51137,110.4
2009,51137,113.6
2010,51137,110.2
2011,51137,114.14000000000001
2012,51137,111.55999999999999
2013,51137,112.01999999999998
2014,51137,122.48000000000002
2015,51137,126.46000000000001
2016,51137,135.38000000000002
2017,51137,143.14000000000001
2018,51137,151.56
2019,51137,149.39999999999998
2020,51137,154.61999999999998
2021,51137,150.56
2022,51137,155.22
2008,51139,90.0
2009,51139,99.0
2010,51139,96.0
2011,51139,104.88
2012,51139,99.42
2013,51139,103.42
2014,51139,110.74000000000001
2015,51139,116.08
2016,51139,116.82000000000001
2008,51143,82.8
2009,51143,72.4
2010,51143,67.4
2011,51143,54.220000000000006
2020,51143,100.26
2017,51147,102.58
2018,51147,112.67999999999999
2008,51149,128.6
2008,51153,89.4
2008,51159,119.8
2009,51159,120.2
2010,51159,118.4
2011,51159,100.94
2012,51159,100.56
2013,51159,101.38
2014,51159,104.55999999999999
2015,51159,99.24
2022,51159,139.44
2008,51163,119.4
2018,51163,153.07999999999998
2019,51163,148.64000000000001
2020,51163,146.72
2008,51165,130.4
2009,51165,134.8
2010,51165,130.0
2011,51165,128.74
2012,51165,126.84
2013,51165,131.42000000000002
2014,51165,139.54000000000002
2015,51165,147.48
2016,51165,156.45999999999998
2017,51165,167.39999999999998
2018,51165,172.62
2019,51165,166.24
2020,51165,165.2
2021,51165,161.06
2022,51165,154.85999999999999
2008,51171,121.8
2009,51171,127.0
